Goroka Airport,GKA
Süleyman Demirel International Airport,ISE
Balıkesir Körfez Airport,EDO
Samsun Çarşamba Airport,SZF
Žilina Airport,ILZ
JAGS McCartney International Airport,GDT
Middle Caicos Airport,MDS
Salt Cay Airport,SLX
Samaná El Catey International Airport,AZS
La Isabela International Airport,JBQ
Puerto Barrios Airport,PBR
Quezaltenango Airport,AAZ
Utirik Airport,UTK
Ahuas Airport,AHS
Puerto Lempira Airport,PEU
Mili Island Airport,MIJ
Captain Rogelio Castillo National Airport,CYW
Ciudad Constitución Airport,CUA
Guerrero Negro Airport,GUB
El Lencero Airport,JAL
Alonso Valderrama Airport,CTD
Enrique Adolfo Jimenez Airport,ONX
Jaqué Airport,JQE
Captain Ramon Xatruch Airport,PLP
Aerotortuguero Airport,TTQ
Barra del Colorado Airport,BCL
Cabo Velas Airport,TNO
Islita Airport,PBP
Puerto Jimenez Airport,PJM
Tobias Bolanos International Airport,SYQ
Playa Samara Airport,\N
Jérémie Airport,JEE
Port-de-Paix Airport,PAX
Cayo Coco Airport,\N
Alberto Delgado Airport,TND
Congo Town Airport,COX
Arthur's Town Airport,ATC
New Bight Airport,CAT
Colonel Hill Airport,CRI
Nassau Paradise Island Airport,PID
Enua Airport,AIU
Mangaia Island Airport,MGS
Manihiki Island Airport,MHX
Mauke Airport,MUK
Mitiaro Island Airport,MOI
Tongareva Airport,PYE
Cicia Airport,ICI
Malolo Lailai Island Airport,PTF
Vunisea Airport,KDV
Mana Island Airport,MNF
Moala Airport,MFJ
Ngau Airport,NGI
Lakeba Island Airport,LKB
Labasa Airport,LBS
Matei Airport,TVU
Koro Island Airport,KXF
Rotuma Airport,RTA
Savusavu Airport,SVU
Kaufana Airport,EUA
Lifuka Island Airport,HPA
Mata'aho Airport,Tonga
Kuini Lavenia Airport,NTT
Vanua Balavu Airport,VBV
Niue International Airport,IUE
Pointe Vele Airport,FUT
Maota Airport,MXS
Apataki Airport,APK
Ahe Airport,AHE
Hiva Oa-Atuona Airport,AUQ
Ua Pou Airport,UAP
Ua Huka Airport,UAH
Mota Lava Airport,MTV
Sola Airport,SLH
Torres Airstrip,TOH
Siwo Airport,EAE
Craig Cove Airport,CCV
Longana Airport,LOD
Sara Airport,SSR
Tavie Airport,PBJ
Lamap Airport,LPM
Lamen Bay Airport,LNB
Maewo-Naone Airport,MWF
Lonorore Airport,LNE
Norsup Airport,NUS
Gaua Island Airport,ZGU
Redcliffe Airport,RCL
Santo Pekoa International Airport,SON
Tongoa Airport,TGH
Uléi Airport,ULB
Valesdir Airport,VLS
Southwest Bay Airport,SWJ
North West Santo Airport,OLZ
Aneityum Airport,AUY
Aniwa Airport,AWD
Dillon's Bay Airport,DLY
Futuna Airport,FTA
Ipota Airport,IPA
Tiga Airport,TGJ
Île Art - Waala Airport,BMY
Île des Pins Airport,ILP
Fayzabad Airport,FBD
Dawadmi Domestic Airport,DWD
Al-Jawf Domestic Airport,AJF
Wadi Al Dawasir Airport,EWD
Khoram Abad Airport,KHD
Bam Airport,BXR
Rafsanjan Airport,RJN
Bojnord Airport,BJB
Sabzevar National Airport,AFZ
Noshahr Airport,NSH
Dasht-e Naz Airport,SRY
Lar Airport,LRR
Ardabil Airport,ADU
Urmia Airport,OMH
Al Ain International Airport,AAN
Bannu Airport,BNP
Bahawalpur Airport,BHV
Chitral Airport,CJL
Dalbandin Airport,DBA
Dera Ghazi Khan Airport,DEA
Dera Ismael Khan Airport,DSK
Jiwani Airport,JIW
Hyderabad Airport,HDD
Khuzdar Airport,KDD
Ormara Airport,ORW
Parachinar Airport,PAJ
Skardu Airport,KDU
Sehwan Sharif Airport,SYW
Turbat International Airport,TUK
Sulaymaniyah International Airport,ISU
Kamishly Airport,KAC
Sayun International Airport,GXF
Adak Airport,ADK
Gustavus Airport,GST
Skagway Airport,SGY
Holy Cross Airport,HCR
Haines Airport,HNS
Kalskag Airport,KLG
McGrath Airport,MCG
Mountain Village Airport,MOU
Aniak Airport,ANI
Chevak Airport,VAK
Wrangell Airport,WRG
Kalaupapa Airport,LUP
Eniwetok Airport,ENT
Matsu Nangan Airport,LZN
Hengchun Airport,HCN
Matsu Beigan Airport,MFK
Kushiro Airport,KUH
Okadama Airport,OKD
Saga Airport,HSG
Nagoya Airport,NKM
Iwami Airport,IWJ
Fukushima Airport,FKS
Odate Noshiro Airport,ONJ
Shonai Airport,SYO
Miyakejima Airport,MYE
Kunsan Air Base,KUV
Mokpo Heliport,MPK
Wonju Airport,WJU
Yangyang International Airport,YNY
Sacheon Air Base,HIN
Cheongju International Airport,CJJ
Subic Bay International Airport,SFS
Cuyo Airport,CYU
Rajah Buayan Air Base,\N
Camiguin Airport,CGM
Jolo Airport,JOL
Sanga Sanga Airport,SGS
Surigao Airport,SUG
Tandag Airport,TDG
Naga Airport,WNP
Basco Airport,BSO
San Fernando Airport,SFE
Tuguegarao Airport,TUG
Virac Airport,VRC
Calbayog Airport,CYP
Catarman National Airport,CRM
Moises R. Espinosa Airport,MBT
Roxas Airport,RXS
General Enrique Mosconi Airport,TTG
Las Heras Airport,LHS
Antoine De St Exupery Airport,OES
Lago Argentino Airport,ING
Gobernador Gregores Airport,GGS
Santa Teresita Airport,SST
Necochea Airport,NEC
Orlando Bezerra de Menezes Airport,JDO
Coronel Horácio de Mattos Airport,LEC
Macaé Airport,MEA
Frank Miloye Milenkowichi–Marília State Airport,MII
Vitória da Conquista Airport,VDC
Santa Maria Airport,RIA
Toledo Airport,TOW
Ricardo García Posada Airport,ESR
Pucón Airport,ZPC
Sorocaba Airport,SOD
San Cristóbal Airport,SCY
Camilo Ponce Enriquez Airport,LOH
General Rivadeneira Airport,ESM
Port Stanley Airport,PSY
Santa Ana Airport,CRC
La Jagua Airport,GLJ
Caucaya Airport,LQM
La Pedrera Airport,LPD
Reyes Murillo Airport,NQU
Obando Airport,PDA
El Yopal Airport,EYP
Capitán de Av. Emilio Beltrán Airport,GYA
Puerto Rico Airport,PUR
Capitán Av. Selin Zeitun Lopez Airport,RIB
Reyes Airport,REY
Capitán Av. German Quiroga G. Airport,SRJ
Zorg en Hoop Airport,ORG
Mucuri Airport,MVS
Caballococha Airport,LHC
Mayor General FAP Armando Revoredo Iglesias Airport,CJA
Alferez Fap David Figueroa Fernandini Airport,HUU
Maria Reiche Neuman Airport,NZC
Santa Rosa Airport,SRA
El Jagüel / Punta del Este Airport,MDO
Escuela Mariscal Sucre Airport,MYC
Juan Pablo Pérez Alfonso Airport,VIG
Ji-Paraná Airport,JPR
Codrington Airport,BBQ
La Désirade Airport,DSD
Baillif Airport,BBR
St-François Airport,SFC
Les Bases Airport,GBJ
Vance W. Amory International Airport,NEV
Virgin Gorda Airport,VIJ
J F Mitchell Airport,BQU
Union Island International Airport,UNI
Kokshetau Airport,KOV
Petropavlosk South Airport,PPK
Zhezkazgan Airport,DZN
Ust-Kamennogorsk Airport,UKK
Kostanay West Airport,KSN
Ganja Airport,KVD
Nakhchivan Airport,NAJ
Chulman Airport,CNN
Polyarny Airport,PYJ
Chokurdakh Airport,CKH
Cherskiy Airport,CYX
Tiksi Airport,IKS
Komsomolsk-on-Amur Airport,KXK
Ugolny Airport,DYR
Okhotsk Airport,OHO
Ujae Atoll Airport,UJE
Mariupol International Airport,MPW
Luhansk International Airport,VSG
Zaporizhzhia International Airport,OZH
Kryvyi Rih International Airport,KWG
Kharkiv International Airport,HRK
Ivano-Frankivsk International Airport,IFO
Chernivtsi International Airport,CWC
Rivne International Airport,RWN
Uzhhorod International Airport,UDJ
Solovki Airport,CSH
Cherepovets Airport,CEE
Amderma Airport,AMV
Kotlas Airport,KSZ
Petrozavodsk Airport,PES
Hrodna Airport,GNA
Mogilev Airport,MVQ
Yeniseysk Airport,EIE
Kyzyl Airport,KYZ
Spichenkovo Airport,NOZ
Khatanga Airport,HTG
Igarka Airport,IAA
Khankala Air Base,GRV
Nalchik Airport,NAL
Beslan Airport,OGZ
Elista Airport,ESL
Aleknagik / New Airport,WKK
Mercer County Airport,BLF
Mid Delta Regional Airport,GLH
Tri Cities Airport,PSC
Akutan Seaplane Base,KQA
Lopez Island Airport,LPS
Salekhard Airport,SLY
Khanty Mansiysk Airport,HMA
Nyagan Airport,NYA
Sovetskiy Airport,OVS
Izhevsk Airport,IJK
Pobedilovo Airport,KVX
Nadym Airport,NYM
Raduzhny Airport,RAT
Nefteyugansk Airport,NFG
Kurgan Airport,KRO
Khudzhand Airport,LBD
Andizhan Airport,AZN
Fergana International Airport,FEG
Namangan Airport,NMA
Nukus Airport,NCU
Urgench Airport,UGC
Karshi Khanabad Airport,KSQ
Termez Airport,TMJ
Staroselye Airport,RYB
Belgorod International Airport,EGO
Kursk East Airport,URS
Lipetsk Airport,LPK
Vorkuta Airport,VKT
Bugulma Airport,UUA
Yoshkar-Ola Airport,JOK
Cheboksary Airport,CSY
Ulyanovsk East Airport,ULY
Orsk Airport,OSW
Penza Airport,PEZ
Saransk Airport,SKX
Balakovo Airport,BWO
Hubli Airport,HBX
Koggala Airport,KCT
Weerawila Airport,WRZ
Battambang Airport,BBM
Shillong Airport,SHL
Lokpriya Gopinath Bordoloi International Airport,GAU
Dimapur Airport,DMU
Tezpur Airport,TEZ
Barisal Airport,BZL
Ban Huoeisay Airport,OUI
Bharatpur Airport,BHR
Bhadrapur Airport,BDP
Meghauli Airport,MEY
Nepalgunj Airport,KEP
Gan International Airport,GAN
Hanimaadhoo Airport,HAQ
Kadhdhoo Airport,KDO
Mae Sot Airport,MAQ
Buon Ma Thuot Airport,BMV
Cat Bi International Airport,HPH
Cam Ranh Airport,CXR
Co Ong Airport,VCS
Can Tho International Airport,VCA
Dien Bien Phu Airport,DIN
Phu Cat Airport,UIH
Pleiku Airport,PXU
Vinh Airport,VII
Banmaw Airport,BMO
Dawei Airport,TVY
Kawthoung Airport,KAW
Loikaw Airport,LIW
Mawlamyine Airport,MNU
Pathein Airport,BSX
Pakhokku Airport,PKK
Sumbawa Besar Airport,SWQ
Tambolaka Airport,TMC
Bokondini Airport,BUI
Senggeh Airport,SEH
Tanjung Harapan Airport,TJS
Datadawai Airport,DTD
Barau(Kalimaru) Airport,BEJ
Warukin Airport,TJG
Sampit(Hasan) Airport,SMQ
Dumatumbun Airport,LUV
Mali Airport,ARD
Belaga Airport,BLG
Long Lellang Airport,LGL
Long Seridan Airport,ODN
Mukah Airport,MKM
Bakalalan Airport,BKM
Lawas Airport,LWY
Bario Airport,BBN
Tomanggong Airport,TMG
Kudat Airport,KUD
Radin Inten II (Branti) Airport,TKG
Halim Perdanakusuma International Airport,HLP
Ranai Airport,NTX
Pangsuma Airport,PSU
Sintang(Susilo) Airport,SQG
Pendopo Airport,PDO
Malikus Saleh Airport,LSW
Pulau Pangkor Airport,PKG
Long Bawan Airport,LBW
Nunukan Airport,NNX
Long Apung Airport,LPU
Albany Airport,ALH
Argyle Airport,GYL
Aurukun Airport,AUU
Barcaldine Airport,BCI
Badu Island Airport,BDD
Birdsville Airport,BVI
Broken Hill Airport,BHQ
Hamilton Island Airport,HTI
Bedourie Airport,BEU
Bourke Airport,BRK
Burketown Airport,BUC
Boigu Airport,GIC
Oakey Airport,OKY
Boulia Airport,BQL
Bathurst Airport,BHS
Blackwater Airport,BLT
Carnarvon Airport,CVQ
Cobar Airport,CAZ
Coober Pedy Airport,CPD
Coconut Island Airport,CNC
Cloncurry Airport,CNJ
Ceduna Airport,CED
Cooktown Airport,CTN
Cunnamulla Airport,CMA
Coonamble Airport,CNB
Coen Airport,CUQ
Cooma Snowy Mountains Airport,OOM
Doomadgee Airport,DMD
Darnley Island Airport,NLF
Devonport Airport,DPO
Elcho Island Airport,ELC
Esperance Airport,EPR
Flinders Island Airport,FLS
Geraldton Airport,GET
Gladstone Airport,GLT
Groote Eylandt Airport,GTE
Griffith Airport,GFF
Horn Island Airport,HID
Hooker Creek Airport,HOK
Mount Hotham Airport,MHU
Hughenden Airport,HGD
Julia Creek Airport,JCK
Kalbarri Airport,KAX
King Island Airport,KNS
Kalkgurung Airport,KFG
Karumba Airport,KRB
Kowanyama Airport,KWM
Kubin Airport,KUG
Leonora Airport,LNO
Lake Evella Airport,LEL
Lord Howe Island Airport,LDH
Lockhart River Airport,IRG
Lismore Airport,LSY
Lightning Ridge Airport,LHG
Longreach Airport,LRE
Leinster Airport,LER
Laverton Airport,LVO
Mabuiag Island Airport,UBB
Meekatharra Airport,MKR
Merimbula Airport,MIM
Milingimbi Airport,MGT
Maningrida Airport,MNG
McArthur River Mine Airport,MCV
Mildura Airport,MQL
Mount Magnet Airport,MMG
Moree Airport,MRZ
Moranbah Airport,MOV
Moruya Airport,MYA
Mount Gambier Airport,MGB
Mornington Island Airport,ONG
Murray Island Airport,MYI
Maryborough Airport,MBH
Narrandera Airport,NRA
Narrabri Airport,NAA
Normanton Airport,NTN
Newman Airport,ZNE
Olympic Dam Airport,OLP
Port Augusta Airport,PUG
Palm Island Airport,PMK
Paraburdoo Airport,PBO
Cocos (Keeling) Islands Airport,CCK
Gove Airport,GOV
Parkes Airport,PKE
Port Lincoln Airport,PLO
Pormpuraaw Airport,EDR
Port Macquarie Airport,PQQ
Portland Airport,PTJ
Quilpie Airport,ULP
Ramingining Airport,RAM
Roma Airport,RMA
St George Airport,SGO
Shark Bay Airport,MJK
Saibai Island Airport,SBR
Strahan Airport,SRN
Thargomindah Airport,XTG
Tennant Creek Airport,TCA
Victoria River Downs Airport,VCD
Warraber Island Airport,SYU
Windorah Airport,WNR
Whyalla Airport,WYA
Wiluna Airport,WUN
Wollongong Airport,WOL
Winton Airport,WIN
Wynyard Airport,BWT
Yorke Island Airport,OKR
Yam Island Airport,XMY
Beijing Nanyuan Airport,NAY
Chifeng Airport,CIF
Changzhi Airport,CIH
Datong Airport,DAT
Baita International Airport,HET
Baotou Airport,BAV
Shijiazhuang Daguocun International Airport,SJW
Tongliao Airport,TGO
Ulanhot Airport,HLH
Xilinhot Airport,XIL
Beihai Airport,BHY
Changde Airport,CGD
Dayong Airport,DYG
Meixian Airport,MXZ
Zhuhai Jinwan Airport,ZUH
Liuzhou Bailian Airport,LZH
Zhanjiang Airport,ZHA
Enshi Airport,ENH
Nanyang Jiangying Airport,NNY
Xiangyang Liuji Airport,XFN
Yichang Sanxia Airport,YIH
Ankang Wulipu Airport,AKA
Golmud Airport,GOQ
Hanzhong Chenggu Airport,HZG
Qingyang Airport,IQN
Xining Caojiabu Airport,XNN
Yan'an Ershilipu Airport,ENY
Yulin Yuyang Airport,UYN
Arvaikheer Airport,AVK
Altai Airport,LTI
Bayankhongor Airport,BYN
Dalanzadgad Airport,DLZ
Khovd Airport,HVD
Mörön Airport,MXV
Diqing Airport,DIG
Mangshi Airport,LUM
Pu'er Simao Airport,SYM
Zhaotong Airport,ZAT
Ganzhou Airport,KOW
Jingdezhen Airport,JDZ
Jiujiang Lushan Airport,JIU
Quzhou Airport,JUZ
Lianyungang Airport,LYG
Huangyan Luqiao Airport,HYN
Shubuling Airport,LYI
Quanzhou Jinjiang International Airport,JJN
Tunxi International Airport,TXN
Weifang Airport,WEF
Weihai Airport,WEH
Sunan Shuofang International Airport,WUX
Nanping Wuyishan Airport,WUS
Wenzhou Yongqiang Airport,WNZ
Yancheng Airport,YNZ
Yiwu Airport,YIW
Zhoushan Airport,HSN
Qamdo Bangda Airport,BPX
Dachuan Airport,DAX
Guangyuan Airport,GYS
Luzhou Airport,LZO
Mianyang Airport,MIG
Nanchong Airport,NAO
Nyingchi Airport,LZY
Wanxian Airport,WXN
Aksu Airport,AKU
Qiemo Airport,IQM
Kuqa Airport,KCA
Korla Airport,KRL
Karamay Airport,KRY
Yining Airport,YIN
Heihe Airport,HEK
Jiamusi Airport,JMU
Jinzhou Airport,JNZ
Qiqihar Sanjiazi Airport,NDG
Yanji Chaoyangchuan Airport,YNJ
Waikoloa Heliport,WKL
Mount Keith Airport,WME
Los Roques Airport,LRV
Inishmore Aerodrome,IOR
Connemara Regional Airport,NNR
Rügen Airport,GTI
Berezovo Airport,NBB
Szczecin-Dąbie Airport,\N
Worcester Regional Airport,ORH
Anqing Tianzhushan Airport,AQG
Shanhaiguan Airport,SHP
Yuncheng Guangong Airport,YCU
Lanzhou City Airport,\N
Jiayuguan Airport,JGN
Ordos Ejin Horo Airport,DSN
Bremerton National Airport,PWT
Spencer Municipal Airport,SPW
Jefferson City Memorial Airport,JEF
Tannheim Airport,\N
Unst Airport,UNT
Berkley Structures Heliport,\N
Provincetown Municipal Airport,PVC
Anduki Airport,\N
Gustaf III Airport,SBH
Kostroma Sokerkino Airport,KMW
Sukhumi Dranda Airport,SUI
Donskoye Airport,TBW
Oban Airport,OBN
Erechim Airport,ERM
La Côte Airport,\N
Courchevel Airport,CVF
Fullerton Municipal Airport,FUL
Concord Regional Airport,\N
Isle of Wight / Sandown Airport,\N
Navoi Airport,NVI
Andernos Les Bains Airport,\N
Bienenfarm Airport,\N
Ain Arnat Airport,QSF
La Rochelle-Île de Ré Airport,LRH
Friedman Memorial Airport,SUN
Yverdon-les-Bains Airport,\N
Bielsko Biala Airport,\N
Mason City Municipal Airport,MCW
Phoenix-Mesa-Gateway Airport,AZA
Saúl Airport,XAU
Tekapo Aerodrome,\N
Niederoeblarn Airport,\N
Vöslau Airport,\N
Uetersen/Heist Airport,\N
Anaktuvuk Pass Airport,AKP
Anvik Airport,ANV
Atqasuk Edward Burnell Sr Memorial Airport,ATK
Gambell Airport,GAM
Hooper Bay Airport,HPB
Kaltag Airport,KAL
St Mary's Airport,KSM
Kivalina Airport,KVL
Mekoryuk Airport,MYU
Ruby Airport,RBY
Shishmaref Airport,SHH
Savoonga Airport,SVA
Noatak Airport,WTK
Ormoc Airport,OMC
Puvirnituq Airport,YPX
Tasiujaq Airport,YTQ
Arctic Village Airport,ARC
Sam Mbakwe International Airport,QOW
Arenal Airport,FON
Tambor Airport,TMU
Cauayan Airport,CYZ
Kirovsk-Apatity Airport,KVK
Coronel Altino Machado de Oliveira Airport,GVR
Pajala Airport,PJA
Bella Coola Airport,QBC
Hagerstown Regional Richard A Henson Field,HGR
Araracuara Airport,ACR
Gorakhpur Airport,GOP
Sand Point Airport,SDP
Hami Airport,HMI
Wuzhou Changzhoudao Airport,WUZ
Tugdan Airport,TBH
Sahand Airport,ACP
Gorgan Airport,GBT
Ilam Airport,IIL
Parsabade Moghan Airport,PFQ
Tocache Airport,\N
Tacheng Airport,TCG
Mardin Airport,MQM
Sugraly Airport,AFS
Deering Airport,DRG
Leon Airport,LEN
Burgos Airport,RGS
Sege Airport,EGM
Shahrekord Airport,CQD
Kangra Airport,DHM
Nanded Airport,NDC
Shimla Airport,SLV
Igiugig Airport,IGG
New Stuyahok Airport,KNW
King Cove Airport,KVC
Port Heiden Airport,PTH
Togiak Airport,TOG
Geneina Airport,EGN
Long Akah Airport,LKH
Walaha Airport,WLH
Chaoyang Airport,CHG
Samburu South Airport,UAS
Brus Laguna Airport,BHG
Bonaventure Airport,YVB
Sialkot Airport,SKT
Capitan Corbeta CA Curbelo International Airport,PDP
Walvis Bay Airport,WVB
Katima Mulilo Airport,MPA
Anadolu Airport,AOE
Çanakkale Airport,CKZ
Muş Airport,MSR
Sinop Airport,SIC
Tekirdağ Çorlu Airport,TEQ
Bursa Yenişehir Airport,YEI
Terre-de-Haut Airport,LSS
Kalay Airport,KMV
Vieques Airport,VQS
St Augustin Airport,YIF
Hamadan Airport,HDM
Marinduque Airport,MRQ
Grafton Airport,GFN
Orange Airport,OAG
Taree Airport,TRO
Choibalsan Airport,COQ
Hohenems-Dornbirn Airport,HOJ
Weser-Wümme Airport,\N
Krems Airport,\N
Delta County Airport,ESC
Yakutat Airport,YAK
Goulburn Airport,GUL
Cessnock Airport,CES
Scone Airport,NSO
Mudgee Airport,DGE
Maitland Airport,MTL
Benjamin Rivera Noriega Airport,CPX
Raron Airport,\N
Borovaya Airfield,\N
Amlikon Glider Airport,\N
Lommis Airfield,\N
Williamson County Regional Airport,MWA
Burnet Municipal Kate Craddock Field,BMQ
Oceanside Municipal Airport,OKB
Flugplatz Finsterwalde/Heinrichsruh,\N
Kirkuk Air Base,KIK
Al Udeid Air Base,IUD
Great Barrier Aerodrome,GBZ
Ford Airport,IMT
Marquette Airport,\N
Allakaket Airport,AET
Dinslaken/Schwarze Heide Airport,\N
Höxter-Holzminden Airport,\N
Niijima Airport,\N
Michigan City Municipal Airport,MGC
Seward Airport,SWD
Grand Marais Cook County Airport,GRM
Wausau Downtown Airport,AUW
Kalundborg Airport,\N
Mary Airport,MYP
Bungle Bungle Airport,\N
Sazená Airport,LKS
Spray View Airport,\N
Reykjahlíð Airport,MVA
Sabadell Airport,QSA
Whitsunday Island Airport,WSY
Delaware County Johnson Field,MIE
Purdue University Airport,LAF
Brown County Airport,\N
North Las Vegas Airport,VGT
Kenosha Regional Airport,ENW
Montrose Regional Airport,MTJ
Riverton Regional Airport,RIW
Eastern Oregon Regional At Pendleton Airport,PDT
Lympne Airport,LYM
Porto Cheli Airport,PKH
Zell Am See Airport,\N
RAAF Base Amberley,\N
Tindal Airport,KTR
RAAF Williams,Australia
Nowra Airport,NOA
Lutsk Airport,UKC
Chernihiv Shestovitsa Airport,CEJ
Ternopil International Airport,TNL
Brest Airport,BQT
Wittman Regional Airport,OSH
Harle Airport,\N
Wangerooge Airport,AGE
RAAF Base Pearce,\N
Bendigo Airport,\N
Pangborn Memorial Airport,EAT
Antonio Nery Juarbe Pol Airport,ARE
Ringi Cove Airport,RIN
Kirensk Airport,\N
Ust-Kut Airport,UKX
Rimatara Airport,RMT
Triengen Airport,\N
Lausanne-Blécherette Airport,QLS
Speck-Fehraltorf Airport,\N
Locarno Airport,ZJI
Neuchatel Airport,QNC
Taganrog Yuzhny Airport,\N
Gelendzhik Airport,GDZ
Zhukovsky International Airport,\N
Khabarovsk Airport,\N
Dzemgi Airport,\N
Belaya Air Base,\N
Tunoshna Airport,IAR
Gu-Lian Airport,OHE
Jining Qufu Airport,JNG
Drake Bay Airport,DRK
Tuzla International Airport,\N
NAS Fort Worth JRB/Carswell Field,\N
Naypyidaw Airport,NYT
Kyaukhtu South Airport,\N
Jan Mayensfield,ZXB
Bokpyinn Airport,\N
Wuhai Airport,WUA
Gary Chicago International Airport,GYY
Brainerd Lakes Regional Airport,BRD
Greenbrier Valley Airport,LWB
Pitt Greenville Airport,PGV
Chefornak Airport,CYF
Oxnard Airport,OXR
Tongren Fenghuang Airport,TEN
Naiu Airport,NIU
Schenectady County Airport,SCH
Begishevo Airport,NBC
Volkel Air Base,\N
Siargao Airport,IAO
Langeoog Airport,LGO
Biel-Kappelen Airport,\N
Nelspruit Airport,NLP
Cherkasy International Airport,CKC
Northeast Florida Regional Airport,UST
Mykolaiv International Airport,NLV
Ramechhap Airport,RHP
Charles M. Schulz Sonoma County Airport,STS
Kissimmee Gateway Airport,ISM
Lake City Gateway Airport,LCQ
Deland Municipal Sidney H Taylor Field,\N
Haller Airpark,\N
Palmar Airport,\N
Logan-Cache Airport,LGU
Brigham City Airport,BMC
Malad City Airport,MLD
